day_of_week,month,day_of_year,week_of_year,temperature,humidity,rainfall,is_holiday,is_exam_week,is_festival,sales_lag_1,sales_lag_7,item_id_encoded
1.4988086343932514,-1.6001607217042708,-1.7273119633505372,1.6948360055761549,-0.9860833949817671,-0.2759754384508797,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-1.9565338555200131,-1.9202888966992075,-1.5666989036012806
-1.496077320253127,-1.6001607217042708,-1.7178342748895932,-1.6902053061073676,-1.4533942291676158,-0.479442957873565,2.738414420764861,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-1.769285880439021,-1.9202888966992075,-1.5666989036012806
-0.9969296611453973,-1.6001607217042708,-1.7083565864286494,-1.6902053061073676,1.3504707759474763,0.6396283989512044,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,0.17809306040329773,-1.9202888966992075,-1.5666989036012806
-0.4977820020376675,-1.6001607217042708,-1.6988788979677056,-1.6902053061073676,1.3504707759474763,0.8430959183738898,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,1.395204898429747,-1.9202888966992075,-1.5666989036012806
0.0013656570700622296,-1.6001607217042708,-1.6894012095067616,-1.6902053061073676,-1.6870496462605402,0.5378946392398617,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,1.6760768610512353,-1.9202888966992075,-1.5666989036012806
0.5005133161777919,-1.6001607217042708,-1.6799235210458179,-1.6902053061073676,-0.5187725607959184,0.9448296780852324,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,1.7884256460998305,-1.9202888966992075,-1.5666989036012806
0.9996609752855217,-1.6001607217042708,-1.6704458325848741,-1.6902053061073676,0.8831599417616277,0.3344271198171764,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-0.7955964100178616,-1.9202888966992075,-1.5666989036012806
1.4988086343932514,-1.6001607217042708,-1.6609681441239301,-1.6902053061073676,0.41584910757577903,1.4534984766419459,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-0.7955964100178616,-1.7350243183773186,-1.5666989036012806
-1.496077320253127,-1.6001607217042708,-1.6514904556629864,-1.6238319470547495,-0.5187725607959184,1.5552322363532884,0.10429012591659156,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-1.3011659427365405,0.1917272961703271,-1.5666989036012806
-0.9969296611453973,-1.6001607217042708,-1.6420127672020426,-1.6238319470547495,1.116815358854552,0.13095960039449103,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-0.9266699925745562,1.3959470552626057,-1.5666989036012806
-0.4977820020376675,-1.6001607217042708,-1.6325350787410986,-1.6238319470547495,1.3504707759474763,-0.479442957873565,-0.5286672396649406,-0.06419407387663695,-0.21044171232366046,-0.0523782800878924,-0.7768716125097624,1.6738439227454391,-1.5666989036012806
